longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
0.170319,0.68119,0.529412,0.0381759,0.0572626,0.0145464,0.0439073,0.0484821,68900,0
0.171315,0.68119,0.196078,0.0173966,0.0195531,0.00681073,0.013978,0.0833368,77300,0
0.171315,0.680128,0.470588,0.0167608,0.0221912,0.00529723,0.0151291,0.0866678,49000,0
0.171315,0.680128,0.333333,0.0977161,0.150217,0.0512626,0.138793,0.0431098,81800,0
0.172311,0.680128,0.235294,0.0132764,0.0198634,0.00594187,0.0146358,0.0721094,55000,0
0.164343,0.683316,0.313725,0.0649067,0.0836437,0.0201799,0.052294,0.188797,114200,0
0.159363,0.687566,0.313725,0.105804,0.149907,0.0248325,0.0679165,0.201294,200500,0
0.155378,0.688629,0.431373,0.0162775,0.031347,0.00734326,0.0136491,0.0954056,96900,0
0.156375,0.683316,0.196078,0.131568,0.150528,0.0600073,0.130077,0.175632,97300,0
0.165339,0.680128,0.156863,0.031614,0.0361577,0.0144062,0.0305871,0.181039,93400,0
0.163347,0.676939,0.372549,0.000991912,0.00263811,0.00255052,0.00148002,0.0603509,55000,0
0.148406,0.691817,0.372549,0.0404395,0.0505897,0.0180498,0.0414406,0.140184,136800,0
0.149402,0.686504,0.372549,0.0401343,0.049193,0.0210208,0.0412761,0.0945159,88500,0
0.151394,0.685441,0.27451,0.00729946,0.00744879,0.00526921,0.00871567,0.0816127,113900,0
0.151394,0.684378,0.313725,0.0351239,0.0536934,0.0200678,0.0485118,0.0769989,77800,0
0.150398,0.684378,0.392157,0.0238313,0.027157,0.0154993,0.0291071,0.0841161,75000,0
0.14243,0.683316,0.372549,0.0525205,0.0594351,0.0252529,0.0545963,0.171963,134200,0.25
0.145418,0.679065,0.372549,0.0308256,0.038175,0.0140419,0.0365072,0.153025,105700,0.25
0.151394,0.682253,0.27451,0.0334707,0.045779,0.0158076,0.0452228,0.0944332,93800,0
0.157371,0.678002,0.490196,0.0180579,0.0215705,0.00812803,0.0162802,0.242204,119400,0
0.151394,0.674814,0.196078,0.0162267,0.0206394,0.00742734,0.0146358,0.203549,100000,0.25
0.162351,0.673751,0.54902,0.0706801,,0.0248606,0.050814,0.102805,96600,0
0.160359,0.668438,0.215686,0.114782,0.140906,0.0434709,0.0866634,0.19677,90800,0.25
0.186255,0.675877,0.176471,0.00768096,0.00962135,0.00442838,0.0098668,0.116998,112500,0
0.175299,0.678002,0.27451,0.0358106,0.0509001,0.0167045,0.0447295,0.116923,75000,0
0.174303,0.675877,0.431373,0.00737576,0.00853507,0.00249446,0.00657787,0.169542,91700,0
0.172311,0.678002,0.235294,0.0131746,0.0176909,0.00689481,0.0177602,0.0925367,84700,0
0.169323,0.678002,0.568627,0.00172949,0.00574178,0.000476471,0.00197336,0.250003,112500,0
0.170319,0.672689,0.294118,0.0298845,0.0370888,0.0144623,0.0325604,0.0740679,73500,0
0.184263,0.667375,0.215686,0.0608373,0.0685909,0.0244962,0.0559119,0.142246,109200,0
0.183267,0.660999,0.156863,0.0657968,0.0746431,0.029345,0.0613386,0.244383,132600,0
0.179283,0.666312,0.117647,0.0925022,0.0986965,0.0287004,0.0690676,0.233321,132100,0
0.175299,0.663124,0.27451,0.0193804,0.0223464,0.0101741,0.0233514,0.19828,103100,0
0.168327,0.666312,0.411765,0.0216186,0.027157,0.0128367,0.023187,0.20259,83300,0
0.166335,0.660999,0.54902,0.0252302,0.0349162,0.00838028,0.0190758,0.125005,67900,0
0.172311,0.657811,0.392157,0.0361921,0.049969,0.020292,0.0470317,0.113619,85300,0
0.170319,0.655685,0.372549,0.0134544,0.0193979,0.00639031,0.0156224,0.146557,89600,0
0.182271,0.654623,0.490196,0.00254336,0.00248293,0.00112111,0.00197336,0.00248962,87500,0
0.322709,0.906482,0.490196,0.0433644,0.0476412,0.021245,0.0409472,0.153025,48100,0
0.337649,0.911796,0.54902,0.0197619,0.0209497,0.010118,0.0200625,0.137936,59200,0
0.326693,0.883103,0.313725,0.0247724,0.0311918,0.0142381,0.0286137,0.218218,80800,0
0.395418,0.896918,0.509804,0.0197111,0.0285537,0.00882872,0.0187469,0.0816127,40000,0
0.398406,0.859724,0.627451,0.00605321,0.00744879,0.00168166,0.00345338,0.215521,200000,0
0.356574,0.861849,0.196078,0.0669668,0.103352,0.00776367,0.0215425,0.0842402,118300,0
0.331673,0.846971,0.313725,0.0225851,0.0257604,0.0112952,0.0251603,0.193356,78300,0
0.337649,0.822529,0.352941,0.0173203,0.0214153,0.00838028,0.0180891,0.137936,64100,0
0.330677,0.829968,1,0.139478,0.161856,0.0553267,0.123828,0.116095,49500,0
0.366534,0.845909,0.27451,0.135841,,0.0700692,0.148166,0.213535,85900,0
0.376494,0.83847,0.27451,0.0519609,0.0713842,0.031335,0.0659431,0.151053,71500,0
0.36753,0.837407,0.666667,0.0368279,0.0502793,0.0200118,0.0486762,0.138446,66400,0
0.368526,0.837407,0.745098,0.0823541,0.101024,0.0410325,0.101957,0.116385,64300,0
0.36753,0.836344,1,0.0528765,0.0740223,0.029373,0.0687387,0.124088,70200,0
0.369522,0.836344,0.960784,0.0442291,0.0656425,0.0275792,0.0628186,0.0694266,59300,0
0.36255,0.831031,0.352941,0.113434,0.128336,0.0623896,0.127611,0.210597,105700,0
0.375498,0.832094,0.294118,0.0867287,0.103352,0.0524118,0.0968591,0.121805,61800,0
0.391434,0.833156,0.490196,0.0419655,0.0484171,0.021273,0.0458806,0.13626,85600,0
0.39741,0.840595,0.352941,0.0174729,0.022036,0.00986575,0.0207203,0.0850609,70000,0
0.38247,0.836344,0.686275,0.000864744,0.00108628,0.117576,0.00098668,0.346064,67500,0
0.379482,0.823592,0.313725,0.0861946,0.0965239,0.0427703,0.0937346,0.200197,91000,0
0.384462,0.825717,0.294118,0.0462638,0.0557107,0.0270747,0.0588719,0.204439,85100,0
0.396414,0.81084,0.392157,0.0200163,0.0217256,0.0112952,0.0238448,0.111716,73500,0
0.413347,0.820404,0.490196,0.0609644,0.0802297,0.0289806,0.0726854,0.150108,47600,0
0.424303,0.784272,0.352941,0.0593367,0.0802297,0.0287284,0.0628186,0.0846057,60700,0
0.605578,0.183847,0.509804,0.132331,0.133147,0.0661454,0.145864,0.392733,276100,0.25
0.604582,0.182784,0.607843,0.027392,0.0319677,0.0135374,0.0272981,0.309196,213000,0.25
0.603586,0.182784,0.627451,0.0807518,0.11049,0.051627,0.100477,0.241935,191100,0.25
0.60259,0.182784,0.705882,0.0717737,0.0980757,0.0452927,0.0940635,0.210818,184500,0.25
0.60259,0.182784,0.803922,0.0555471,0.0654873,0.0320076,0.0720276,0.297244,191900,0.25
0.604582,0.181722,0.666667,0.0519609,0.0696772,0.0325962,0.0667653,0.208376,197600,0.25
0.604582,0.181722,0.54902,0.0650338,,0.0527761,0.126295,0.145081,162100,0.25
0.603586,0.181722,0.352941,0.0505112,0.0920236,0.0391267,0.0864989,0.136053,175000,0.25
0.603586,0.181722,0.137255,0.141564,0.234792,0.0998346,0.225785,0.177901,161500,0.25
0.605578,0.181722,0.705882,0.0632535,0.070298,0.0339696,0.0707121,0.311961,257600,0.25
0.605578,0.181722,0.666667,0.0531309,0.0557107,0.0245523,0.0534452,0.272313,261900,0.25
0.605578,0.180659,0.568627,0.0553945,0.0571074,0.029345,0.0639697,0.404746,277600,0.25
0.605578,0.181722,0.666667,0.0197619,0.022036,0.0103142,0.0245025,0.287141,230100,0.25
0.605578,0.181722,0.745098,0.0177272,0.0231223,0.00994983,0.0233514,0.271555,195800,0.25
0.604582,0.180659,0.607843,0.0646015,0.0814711,0.0357353,0.0809077,0.272417,263600,0.25
0.604582,0.180659,0.54902,0.0861692,0.089851,0.0431626,0.0945568,0.352995,316900,0.25
0.60259,0.181722,0.686275,0.0330129,0.0470205,0.019199,0.0427561,0.182922,176700,0.25
0.599602,0.180659,0.588235,0.163589,0.184202,0.0991339,0.185825,0.259583,293300,0.25
0.59761,0.178533,0.352941,0.235439,0.256363,0.11099,0.262128,0.379105,228700,0.25
0.59761,0.178533,0.568627,0.0319955,0.0342955,0.0177976,0.0374938,0.250362,258300,0.25
0.59761,0.177471,0.745098,0.0373366,0.0482619,0.0292609,0.0465384,0.191384,181400,0.25
0.59761,0.177471,0.803922,0.0272394,0.0339851,0.0224502,0.0370005,0.224142,172600,0.25
0.601594,0.18491,0.647059,0.0828119,0.0945065,0.050646,0.10393,0.318244,219900,0.25
0.601594,0.183847,0.666667,0.0367262,0.042365,0.0211889,0.0476895,0.384884,215600,0.25
0.60259,0.182784,0.823529,0.0383539,0.0479516,0.0225903,0.0453873,0.213728,176500,0.25
0.60259,0.182784,0.764706,0.027036,0.033054,0.0168727,0.0299293,0.254928,185900,0.25
0.601594,0.182784,0.72549,0.0575309,0.0712291,0.031419,0.0636408,0.2599,189600,0.25
0.601594,0.182784,0.784314,0.0329366,0.0505897,0.0204602,0.0516362,0.176439,160300,0.25
0.601594,0.182784,0.647059,0.0456534,0.0561763,0.0264862,0.0595297,0.250617,187300,0.25
0.600598,0.182784,0.607843,0.0937993,0.122595,0.0504779,0.117415,0.275003,222700,0.25
0.59761,0.18491,0.568627,0.0816929,0.0794538,0.047563,0.0874856,0.289272,248200,0.25
0.599602,0.183847,0.54902,0.0771148,0.113439,0.0496931,0.115277,0.181722,230200,0.25
0.59761,0.183847,0.607843,0.0153111,0.0166046,0.00871661,0.018418,0.39336,205400,0.25
0.598606,0.182784,0.705882,0.0451193,0.0465549,0.0195914,0.0434139,0.328699,314900,0.25
0.59761,0.181722,0.647059,0.0710362,0.0712291,0.035427,0.0726854,0.389408,354400,0.25
0.596614,0.182784,0.647059,0.0934686,0.0887647,0.0447042,0.0932412,0.437104,378000,0.25
0.60259,0.182784,0.529412,0.0417366,0.0757294,0.0319235,0.0751521,0.183501,200600,0.25
0.60259,0.181722,0.843137,0.0366244,0.044072,0.0239917,0.047854,0.28161,197300,0.25
0.601594,0.182784,0.705882,0.0366753,0.0380199,0.0174052,0.0391383,0.362761,239400,0.25
0.601594,0.182784,0.686275,0.0478153,0.0701428,0.0280837,0.0670942,0.22759,217100,0.25
0.600598,0.182784,0.45098,0.129813,0.15658,0.0646599,0.157211,0.271555,191500,0.25
0.593625,0.18491,0.45098,0.119335,0.127095,0.0998627,0.127611,0.27461,166200,0.25
0.594622,0.18491,0.411765,0.112569,0.127871,0.0882592,0.137313,0.296086,166300,0.25
0.592629,0.18491,0.294118,0.167124,0.229516,0.172595,0.242065,0.195204,154900,0.25
0.594622,0.183847,0.137255,0.0825576,0.131285,0.0730121,0.120046,0.160101,158300,0.25
0.591633,0.185972,0.666667,0.0255862,0.0315022,0.0324841,0.0351916,0.196556,147600,0.25
0.591633,0.185972,0.607843,0.0404141,0.0495034,0.0508703,0.0501562,0.261858,145800,0.25
0.590637,0.18491,0.54902,0.0322753,0.0420546,0.037417,0.0435784,0.250003,150000,0.25
0.591633,0.18491,0.607843,0.0654153,0.0822471,0.0730402,0.0774544,0.224597,146700,0.25
0.592629,0.18491,0.411765,0.0893993,0.125543,0.0877547,0.139122,0.149329,164800,0.25
0.590637,0.18491,0.666667,0.0208556,0.0308814,0.0334651,0.0332182,0.192177,133300,0.25
0.590637,0.18491,0.647059,0.050791,0.066108,0.0669301,0.0720276,0.158625,144300,0.25
0.590637,0.183847,0.627451,0.0306984,0.0527623,0.0306623,0.046374,0.0779024,134300,0.25
0.590637,0.183847,0.627451,0.0237805,0.0333644,0.0339976,0.0346982,0.194584,131300,0.25
0.590637,0.183847,0.666667,0.0170914,0.0235878,0.0225623,0.0282848,0.149432,147800,0.25
0.589641,0.18491,0.568627,0.0351493,0.0476412,0.0574848,0.049334,0.173329,142600,0.25
0.589641,0.183847,0.588235,0.0286892,0.0426754,0.0428824,0.0440717,0.25761,156800,0.25
0.589641,0.183847,0.686275,0.0254336,0.0386406,0.0366882,0.0407828,0.174073,148000,0.25
0.590637,0.183847,0.705882,0.0259932,0.0380199,0.0383419,0.0391383,0.187935,147500,0.25
0.589641,0.182784,0.568627,0.0316395,0.0577281,0.055691,0.0605164,0.207618,140900,0.25
0.589641,0.182784,0.705882,0.0322244,0.0538485,0.0513467,0.0549252,0.190232,147200,0.25
0.588645,0.183847,0.666667,0.0197111,0.0288641,0.0285602,0.0304226,0.200004,139600,0.25
0.589641,0.182784,0.823529,0.0184903,0.0265363,0.0261218,0.0284493,0.169101,140900,0.25
0.590637,0.181722,0.705882,0.0392441,0.0527623,0.0534208,0.0577208,0.219252,148100,0.25
0.589641,0.181722,0.666667,0.0367516,0.0518312,0.0456011,0.0501562,0.166936,143100,0.25
0.590637,0.182784,0.490196,0.0454245,0.0806952,0.0722834,0.0794277,0.110778,136400,0.25
0.591633,0.182784,0.72549,0.0220764,0.0316574,0.0297654,0.0363427,0.140095,136100,0.25
0.590637,0.182784,0.686275,0.0246961,0.0341403,0.030354,0.0356849,0.203583,143300,0.25
0.590637,0.182784,0.705882,0.0454499,0.0656425,0.063791,0.0674231,0.234486,138600,0.25
0.591633,0.183847,0.72549,0.0217712,0.031347,0.0349505,0.0333827,0.167032,137900,0.25
0.590637,0.183847,0.666667,0.06862,0.108783,0.0964433,0.111495,0.0680542,124000,0.25
0.592629,0.182784,0.235294,0.111323,0.135164,0.0716668,0.140109,0.258886,154300,0.25
0.592629,0.181722,0.235294,0.0475609,0.0769708,0.0539253,0.0708765,0.117378,134200,0.25
0.591633,0.181722,0.352941,0.00707055,0.0128802,0.0134533,0.0141424,0.100006,137500,0.25
0.591633,0.181722,0.627451,0.0209828,0.02964,0.0274111,0.0300937,0.147791,143100,0.25
0.591633,0.181722,0.686275,0.0290961,0.0400372,0.0327924,0.044565,0.213907,153800,0.25
0.591633,0.181722,0.333333,0.0876189,0.132837,0.102581,0.134188,0.18817,157100,0.25
0.590637,0.180659,0.313725,0.0520627,0.0848852,0.062782,0.0888012,0.13966,163700,0.25
0.590637,0.181722,0.686275,0.0363192,0.0512104,0.0420135,0.0511429,0.215811,145200,0.25
0.589641,0.18916,0.647059,0.0675263,0.0797641,0.0545139,0.0873212,0.257452,157400,0.25
0.589641,0.190223,0.333333,0.149779,0.142613,0.0806917,0.149646,0.372485,235600,0.25
0.588645,0.18916,0.254902,0.158528,0.19941,0.0999187,0.195527,0.253272,211600,0.25
0.590637,0.188098,0.352941,0.171753,0.223774,0.117772,0.229239,0.238507,163200,0.25
0.590637,0.187035,0.54902,0.0847449,0.110335,0.0817287,0.117908,0.217576,180300,0.25
0.591633,0.18916,0.333333,0.167099,0.171322,0.0972561,0.1753,0.330947,203400,0.25
0.591633,0.187035,0.529412,0.0810062,0.088144,0.061717,0.0917612,0.321851,187400,0.25
0.590637,0.18916,0.568627,0.0769368,0.0935754,0.0551305,0.0968591,0.264893,156000,0.25
0.588645,0.188098,0.254902,0.105524,0.145872,0.0885675,0.150304,0.243459,154300,0.25
0.588645,0.188098,0.411765,0.080879,0.127405,0.0744976,0.122513,0.154984,160100,0.25
0.588645,0.187035,0.72549,0.0405158,0.0485723,0.0330166,0.0536096,0.200004,155500,0.25
0.587649,0.188098,0.156863,0.0441782,0.0554004,0.0228986,0.0529518,0.245217,182500,0.25
0.587649,0.18916,0.431373,0.0884836,0.0993172,0.054626,0.111988,0.259314,189400,0.25
0.586653,0.18916,0.176471,0.146879,0.172408,0.0816727,0.173491,0.251824,194100,0.25
0.587649,0.188098,0.529412,0.0389135,0.0443824,0.027299,0.0450584,0.2743,173100,0.25
0.586653,0.187035,0.607843,0.0616003,0.073712,0.0641274,0.0687387,0.243707,158500,0.25
0.586653,0.188098,0.45098,0.0742154,0.0931099,0.0408363,0.0981746,0.260058,218200,0.25
0.585657,0.18916,0.235294,0.0677044,0.0802297,0.0410606,0.0855123,0.303368,325200,0.25
0.584661,0.190223,0.156863,0.0605829,0.0611421,0.0474789,0.0659431,0.385457,270100,0.25
0.584661,0.188098,0.588235,0.0276972,0.0395717,0.0249166,0.0389739,0.172418,172400,0.25
0.585657,0.187035,0.294118,0.0634061,0.0853507,0.064772,0.0930768,0.218873,192200,0.25
0.586653,0.185972,0.45098,0.0932397,0.137958,0.0882312,0.133037,0.176046,183300,0.25
0.585657,0.185972,0.333333,0.108195,0.153011,0.0952381,0.156882,0.261624,190000,0.25
0.583665,0.185972,0.490196,0.114807,0.0946617,0.0479554,0.095379,0.606019,431800,0.25
0.583665,0.18491,0.509804,0.0644234,0.060211,0.0299336,0.063312,0.439277,319400,0.25
0.583665,0.18491,0.588235,0.0891704,0.0906269,0.0547661,0.0965302,0.423849,285500,0.25
0.583665,0.188098,0.470588,0.0259932,0.0223464,0.0099218,0.0240092,0.452401,356300,0.25
0.580677,0.18916,0.333333,0.190651,0.151304,0.0892962,0.156882,0.525848,374000,0.25
0.581673,0.187035,0.45098,0.156239,0.134544,0.075871,0.143726,0.483297,344000,0.25
0.581673,0.18491,0.54902,0.107762,0.101179,0.0528883,0.103601,0.406284,301700,0.25
0.581673,0.185972,0.54902,0.0326822,0.0299503,0.0146305,0.0305871,0.408077,319300,0.25
0.580677,0.185972,0.529412,0.0577344,0.0495034,0.024244,0.0511429,0.499752,474600,0.25
0.580677,0.187035,0.313725,0.115469,0.0962135,0.0600073,0.0980102,0.575633,450700,0.25
0.587649,0.187035,0.509804,0.0680096,,0.0744976,0.102286,0.262396,152100,0.25
0.587649,0.187035,0.666667,0.103846,0.142458,0.11169,0.148824,0.205604,160200,0.25
0.578685,0.18491,0.333333,0.139351,0.120888,0.0693405,0.125473,0.429298,377200,0.25
0.577689,0.18491,0.294118,0.225774,,0.097116,0.197172,0.525,428600,0.25
0.578685,0.18491,0.176471,0.194898,0.154873,0.0984893,0.163953,0.715894,500001,0.25
0.578685,0.187035,0.411765,0.112442,0.0963687,0.0558312,0.0955435,0.532131,376200,0.25
0.575697,0.185972,0.0588235,0.177857,0.178461,0.0813924,0.178918,0.453849,341200,0.25
0.587649,0.18491,0.72549,0.0387863,0.0513656,0.036436,0.0557474,0.211825,152000,0.25
0.586653,0.18491,0.431373,0.0422453,0.0467101,0.0347263,0.046374,0.35125,217600,0.25
0.585657,0.183847,0.627451,0.0393458,0.0408132,0.0246083,0.0473606,0.320058,222900,0.25
0.584661,0.18491,0.666667,0.0541737,0.0569522,0.0315312,0.0559119,0.331775,227100,0.25
0.584661,0.18491,0.666667,0.0383794,0.042365,0.0243841,0.041605,0.349023,226700,0.25
0.585657,0.183847,0.313725,0.0366753,0.0436065,0.0145744,0.0442361,0.154163,192400,0.25
0.585657,0.183847,0.666667,0.0291978,0.0285537,0.0206844,0.0291071,0.36145,220600,0.25
0.584661,0.183847,0.647059,0.0312579,0.0342955,0.0195914,0.0363427,0.305679,223700,0.25
0.584661,0.183847,0.627451,0.0673229,0.069522,0.036436,0.0716987,0.310037,216800,0.25
0.587649,0.183847,0.627451,0.0303169,0.0353818,0.0234311,0.0376583,0.221038,185800,0.25
0.587649,0.183847,0.666667,0.0401089,0.0463998,0.0282799,0.0434139,0.319285,195900,0.25
0.586653,0.183847,0.568627,0.0400326,0.0436065,0.0280557,0.0465384,0.296658,179700,0.25
0.586653,0.183847,0.529412,0.0473829,0.0716946,0.0330446,0.0721921,0.146164,172300,0.25
0.588645,0.183847,0.686275,0.0282059,0.0425202,0.0372768,0.0435784,0.209294,158100,0.25
0.588645,0.183847,0.54902,0.0432118,0.0648665,0.0452087,0.0608453,0.197266,142400,0.25
0.587649,0.182784,0.666667,0.0437967,0.0481068,0.0277194,0.0516362,0.29903,195600,0.25
0.587649,0.181722,0.686275,0.0369042,0.0417443,0.0225623,0.0450584,0.267858,204600,0.25
0.587649,0.182784,0.666667,0.041584,0.0463998,0.0249727,0.0494984,0.253452,209600,0.25
0.586653,0.182784,0.627451,0.034488,0.038175,0.0206004,0.0384805,0.316878,210300,0.25
0.586653,0.182784,0.686275,0.0354036,0.0392613,0.021245,0.0429206,0.306796,217100,0.25
0.586653,0.181722,0.627451,0.055954,0.0670391,0.0317273,0.0667653,0.256162,224200,0.25
0.586653,0.181722,0.607843,0.0563355,0.0653321,0.0297374,0.0700543,0.220618,208600,0.25
0.585657,0.182784,0.647059,0.0330129,0.0446927,0.0181339,0.0476895,0.233624,199200,0.25
0.585657,0.182784,0.666667,0.0482222,0.0532278,0.031391,0.0568985,0.350292,218400,0.25
0.584661,0.182784,0.686275,0.0449667,0.045779,0.0262059,0.0498273,0.362002,238000,0.25
0.583665,0.182784,0.509804,0.0691795,0.0724705,0.0325401,0.0687387,0.286837,239900,0.25
0.585657,0.181722,0.647059,0.0440002,0.0617629,0.0313069,0.0657787,0.251672,195700,0.25
0.584661,0.181722,0.686275,0.0495702,0.0611421,0.0290647,0.061503,0.321513,195300,0.25
0.584661,0.181722,0.666667,0.0366244,0.0426754,0.0221979,0.0439073,0.308196,216900,0.25
0.584661,0.181722,0.666667,0.0473829,0.0518312,0.0300177,0.0552541,0.317713,223300,0.25
0.583665,0.181722,0.627451,0.0530546,0.05928,0.0268225,0.0593652,0.264369,232900,0.25
0.583665,0.183847,0.647059,0.123989,0.126319,0.0705737,0.128268,0.349754,225900,0.25
0.583665,0.183847,0.627451,0.0774454,0.0816263,0.0441436,0.08321,0.281382,236200,0.25
0.582669,0.183847,0.666667,0.0567933,0.0603662,0.0320917,0.0682454,0.301313,221600,0.25
0.581673,0.18491,0.647059,0.0910016,0.0875233,0.0473948,0.0860056,0.338382,243800,0.25
0.580677,0.18491,0.627451,0.0501806,0.0418994,0.0223661,0.0470317,0.504779,379600,0.25
0.581673,0.183847,0.647059,0.0962663,0.119491,0.0550184,0.121197,0.245176,222500,0.25
0.581673,0.183847,0.686275,0.0578361,0.0664184,0.0279716,0.0687387,0.248569,252100,0.25
0.580677,0.183847,0.686275,0.0814385,0.0833333,0.0419294,0.0818944,0.349306,271200,0.25
0.579681,0.183847,0.607843,0.0490615,0.0460894,0.0264862,0.0514718,0.336878,329200,0.25
0.579681,0.182784,0.333333,0.0933923,,0.0444799,0.0902812,0.529379,308400,0.25
0.578685,0.182784,0.411765,0.134824,0.129888,0.0663976,0.132544,0.358016,311800,0.25
0.578685,0.183847,0.529412,0.0586754,0.0463998,0.0260097,0.0494984,0.430449,348200,0.25
0.579681,0.183847,0.627451,0.0489598,0.0471757,0.0250287,0.0480184,0.354071,320500,0.25
0.578685,0.182784,0.431373,0.1261,0.0917132,0.0539813,0.0962013,0.717597,500001,0.25
0.577689,0.182784,0.392157,0.102142,0.083023,0.0421817,0.0868278,0.531241,445400,0.25
0.577689,0.183847,0.470588,0.125057,0.102421,0.0611004,0.102615,0.526593,352800,0.25
0.582669,0.182784,0.627451,0.0719518,0.0789882,0.037473,0.0827167,0.298734,237300,0.25
0.580677,0.182784,0.392157,0.225037,0.331782,0.132123,0.325275,0.226321,254200,0.25
0.581673,0.182784,0.54902,0.0628211,0.0547796,0.0309986,0.0651209,0.347816,332500,0.25
0.580677,0.181722,0.196078,0.199578,0.25807,0.0997225,0.246506,0.287072,290900,0.25
0.583665,0.182784,0.470588,0.213312,0.290348,0.125564,0.287124,0.210328,261300,0.25
0.583665,0.181722,0.529412,0.103057,0.110335,0.0605678,0.122513,0.310347,258000,0.25
0.575697,0.183847,0.372549,0.187751,0.130975,0.0782533,0.143233,0.627909,500001,0.25
0.573705,0.182784,0.372549,0.207132,0.175357,0.0997506,0.173162,0.459794,357100,0.25
0.571713,0.180659,0.313725,0.137443,0.138734,0.0654166,0.144877,0.380257,375900,0.25
0.569721,0.180659,0.156863,0.120988,0.143234,0.0527201,0.150304,0.298851,277200,0.25
0.570717,0.182784,0.27451,0.276159,0.256363,0.117016,0.259826,0.401719,262100,0.25
0.572709,0.182784,0.333333,0.156468,0.165891,0.0842793,0.169873,0.35443,271500,0.25
0.571713,0.181722,0.294118,0.210921,0.233551,0.109308,0.238448,0.345595,276600,0.25
0.569721,0.178533,0.333333,0.0349458,0.034761,0.0186945,0.0335471,0.414801,277600,0.25
0.568725,0.178533,0.470588,0.0701969,0.0634699,0.0325962,0.0720276,0.438918,333700,0.25
0.566733,0.179596,0.333333,0.0227631,0.0218808,0.0072872,0.0179247,0.388195,350000,0.25
0.571713,0.179596,0.490196,0.0947403,0.0886096,0.0482357,0.0869923,0.389098,327300,0.25
0.571713,0.178533,0.45098,0.133628,0.117474,0.0692564,0.128104,0.470704,333700,0.25
0.572709,0.179596,0.352941,0.225444,0.365301,0.140195,0.360631,0.190101,230300,0.25
0.573705,0.179596,0.313725,0.167608,0.236499,0.124891,0.240421,0.174811,254500,0.25
0.576693,0.181722,0.588235,0.0498499,0.0375543,0.0194512,0.0396316,0.556206,500001,0.25
0.576693,0.180659,0.431373,0.0757414,0.0560211,0.0337734,0.0619964,0.529062,500001,0.25
0.575697,0.181722,0.647059,0.12961,0.120577,0.0626699,0.127775,0.352754,273100,0.25
0.574701,0.180659,0.490196,0.0823287,0.100248,0.0427703,0.0968591,0.189149,236900,0.25
0.573705,0.181722,0.27451,0.247062,0.370267,0.13983,0.365729,0.21539,193300,0.25
0.575697,0.181722,0.372549,0.118953,0.0943513,0.0544298,0.0999836,0.568765,419900,0.25
0.574701,0.181722,0.431373,0.124142,0.119181,0.0593066,0.119059,0.346278,280800,0.25
0.576693,0.179596,0.686275,0.0817183,0.0819367,0.0478433,0.0884723,0.345699,248400,0.25
0.576693,0.179596,0.686275,0.0611425,0.0668839,0.0347263,0.0744943,0.289272,221800,0.25
0.575697,0.179596,0.411765,0.0832443,0.100403,0.0488523,0.0960368,0.308113,221900,0.25
0.574701,0.179596,0.54902,0.0993184,0.119801,0.0570083,0.119388,0.248438,230200,0.25
0.573705,0.179596,0.254902,0.112035,0.187461,0.074918,0.185331,0.200632,168800,0.25
0.574701,0.179596,0.666667,0.0487054,0.0485723,0.0284761,0.0557474,0.302961,234900,0.25
0.574701,0.178533,0.666667,0.050028,0.0524519,0.0265422,0.0557474,0.301727,230400,0.25
0.573705,0.178533,0.313725,0.152932,0.227033,0.0855685,0.221345,0.241914,229000,0.25
0.581673,0.181722,0.45098,0.11028,0.086437,0.0423498,0.0901168,0.576633,500001,0.25
0.581673,0.180659,0.588235,0.134671,0.102886,0.0555789,0.107877,0.561751,483500,0.25
0.581673,0.179596,0.686275,0.0844906,0.0693669,0.0332689,0.0693965,0.467394,477200,0.25
0.580677,0.180659,0.0980392,0.0817946,0.147114,0.0642395,0.143891,0.178804,418500,0.25
0.580677,0.179596,0.666667,0.037362,0.0324333,0.0205163,0.0358494,0.54373,472200,0.25
0.579681,0.181722,0.372549,0.16097,0.238361,0.0827938,0.247986,0.199259,323100,0.25
0.578685,0.180659,0.45098,0.117732,0.180478,0.0660613,0.177931,0.179156,264000,0.25
0.579681,0.180659,0.45098,0.0690778,0.111421,0.0845035,0.105739,0.166046,275300,0.25
0.578685,0.179596,0.666667,0.0869831,0.0931099,0.0472827,0.0942279,0.267245,232900,0.25
0.579681,0.179596,0.509804,0.0541482,0.0841092,0.0297654,0.0866634,0.188997,230400,0.25
0.578685,0.181722,0.490196,0.0670685,0.058504,0.0332969,0.0657787,0.398539,322200,0.25
0.577689,0.180659,0.392157,0.146218,0.167753,0.0624177,0.166913,0.265231,407500,0.25
0.577689,0.179596,0.470588,0.112086,0.157821,0.128255,0.165927,0.163639,245100,0.25
0.581673,0.179596,0.509804,0.116435,0.142303,0.0630343,0.139615,0.296044,454400,0.25
0.580677,0.178533,0.392157,0.117376,0.170701,0.080944,0.16938,0.188204,318100,0.25
0.579681,0.179596,0.607843,0.102676,0.152545,0.07489,0.15458,0.174632,240000,0.25
0.578685,0.178533,0.647059,0.0557251,0.0794538,0.0363239,0.0815655,0.215087,211600,0.25
0.578685,0.179596,0.54902,0.0445343,0.0529174,0.0368564,0.0545963,0.250003,241400,0.25
